sentiment,content
neutral,"rip my opinion, it's neutral"
neutral,lowkey nothing special
neutral,"omg, so mid rn"
neutral,"nah, nothing to write home about"
neutral,skibidi meh vibes
neutral,"fr, it's just alright"
neutral,"wtf, no feelings here"
neutral,lowkey no opinion rn
neutral,"nah bruh, it's whatever"
neutral,"based, but not really"
neutral,"rip excitement, it's mid"
neutral,skibidi average mood
neutral,fr this is okay
neutral,"nah, can't be bothered"
neutral,"wtf, I'm just here"
neutral,lowkey so-so rn
neutral,"nah bro, not bad, not good"
neutral,"omg, it's just okay rn"
neutral,deadass nothing special rn
neutral,"fr, just here for vibes"
neutral,lowkey mid vibes
neutral,"nah, no energy either way"
neutral,"skibidi meh, it's neutral"
neutral,"wtf, it's alright"
neutral,lowkey don't feel much rn
neutral,"nah, it's just meh"
neutral,"bruh tf, it's fine"
neutral,"rip care, it's neutral"
neutral,based neutral vibes rn
neutral,skibidi bop nothing strong
neutral,"fr, it's balanced"
neutral,"nah, nothing extreme rn"
neutral,"wtf, it's just mid"
neutral,lowkey just cruising
neutral,"nah bruh, it's just okay"
neutral,"omg, no feelings here"
neutral,deadass just existing
neutral,"fr, no strong opinions"
neutral,lowkey it's just fine
neutral,"nah, don't feel much rn"
neutral,skibidi meh mode activated
neutral,"wtf, it's whatever rn"
neutral,lowkey feels mid
neutral,"nah bro, neutral vibes"
neutral,"bruh, nothing stands out"
neutral,"rip intensity, it's okay"
neutral,based meh feels
neutral,"skibidi bop, just here"
neutral,"fr, not bad, not great"
neutral,"nah, just existing rn"
neutral,"wtf, it's so-so"
neutral,lowkey meh vibes rn
neutral,"nah bruh, neutral af"
neutral,"omg, no real feelings rn"
neutral,deadass cruising rn
neutral,"fr, just mid"
neutral,lowkey in neutral mode
neutral,"nah, no extreme vibes"
neutral,skibidi meh vibes only
neutral,"wtf, balanced energy"
neutral,lowkey no extremes rn
neutral,"nah, it's just balanced"
neutral,"bruh tf, just mid rn"
neutral,"rip all excitement, it's fine"
neutral,"based, but mid"
neutral,skibidi vibes of indifference
neutral,"fr, nothing to add"
neutral,"nah, just fine"
neutral,"wtf, vibes neutral"
neutral,lowkey no big deal
neutral,"nah bruh, just meh rn"
relief,"bruh, finally it's over"
relief,lowkey so glad rn
relief,"wtf, I can breathe now"
relief,"nah bro, stress is gone"
relief,"rip my worries, I'm good now"
relief,"skibidi bop, chill vibes"
relief,deadass feel lighter
relief,"omg, the calm is real"
relief,"fr, thank goodness"
relief,lowkey peaceful rn
relief,"nah, I'm finally relaxed"
relief,"based, the pressure is off"
relief,"wtf, I can finally rest"
relief,"bruh, I needed this"
relief,"rip tension, I'm free"
relief,lowkey no more stress
relief,"omg, it's finally done"
relief,"nah, all good now"
relief,skibidi sigh of relief
relief,"fr, feels so much better"
relief,"wtf, I can chill now"
relief,lowkey feel so much lighter
relief,"nah bruh, all the pressure's gone"
relief,based relaxed vibes
relief,"rip my panic, it's calm now"
relief,"skibidi bop, it's all okay"
relief,"fr, that's a wrap"
relief,"nah, no worries anymore"
relief,"wtf, everything's fine"
relief,lowkey exhaled so hard rn
relief,"nah bro, the weight is lifted"
relief,"omg, peace at last"
relief,"deadass, no more pressure"
relief,"fr, can't believe it's okay now"
relief,lowkey this is calming
relief,"nah, finally free of stress"
relief,skibidi smooth vibes
relief,"wtf, the relief is real"
relief,lowkey feeling so at ease
relief,"nah, it's all chill now"
relief,"bruh, this is what I needed"
relief,"rip anxiety, I'm okay"
relief,based calm vibes rn
relief,skibidi the pressure's off
relief,"fr, finally some peace"
relief,"nah, all the stress is gone"
relief,"wtf, feeling like myself again"
relief,lowkey all good now
relief,"nah bruh, I'm so chill"
relief,"omg, the relief hit hard"
relief,"deadass, no worries left"
relief,"fr, that was a close one"
relief,lowkey can't believe it's over
relief,"nah, I'm relaxed af"
relief,"skibidi bop, no stress left"
relief,"wtf, this is what I needed"
relief,lowkey feeling super calm
relief,"nah bro, it's finally okay"
relief,"bruh, so chill rn"
relief,"rip my tension, it's gone"
relief,based on all the chill vibes
relief,skibidi relaxed mode
relief,"fr, that was too much"
relief,"nah, finally got through it"
relief,"wtf, I feel amazing now"
relief,lowkey glad it's done
relief,"nah bruh, I'm finally free"
relief,"omg, this calm is unreal"
relief,deadass so thankful rn
relief,"fr, it all worked out"
relief,lowkey no worries left rn
relief,"nah, I can finally relax"
relief,"skibidi bop, feeling so light"
relief,"wtf, I'm finally okay"
relief,lowkey peace has returned
relief,"nah bro, it's all good rn"
relief,"bruh, I survived"
relief,"rip my stress, it's over"
relief,based calmness achieved
relief,skibidi chill central
relief,"fr, I feel so much better"
relief,"nah, all's well now"
relief,"wtf, it's finally resolved"
sadness,"bruh, I'm down bad rn"
sadness,lowkey feeling blue
sadness,"wtf, this hit hard"
sadness,"nah bro, I'm not okay"
sadness,"rip my vibes, I'm sad"
sadness,"skibidi bop, this is rough"
sadness,deadass holding back tears
sadness,"omg, my heart hurts"
sadness,"fr, I'm not in a good place"
sadness,lowkey want to cry
sadness,"nah, this is too much"
sadness,based on sad vibes rn
sadness,"wtf, this broke me"
sadness,"bruh, I'm so low rn"
sadness,"rip my mood, I'm done"
sadness,lowkey feeling heavy
sadness,"omg, the sadness is real"
sadness,"nah, can't handle this rn"
sadness,skibidi bop sadness overload
sadness,"fr, can't deal with this"
sadness,"wtf, why does this hurt so much"
sadness,lowkey drowning in my feels
sadness,"nah bruh, I'm broken"
sadness,"based, but I'm crying inside"
sadness,"rip my energy, sadness took over"
sadness,skibidi the tears are real
sadness,"fr, I need a moment"
sadness,"nah, this is heartbreaking"
sadness,"wtf, I can't stop crying"
sadness,lowkey feeling so empty
sadness,"nah bro, this is painful"
sadness,"omg, my soul is crushed"
sadness,deadass can't find the words
sadness,"fr, this is unbearable"
sadness,lowkey everything hurts rn
sadness,"nah, I'm stuck in this sadness"
sadness,skibidi vibes of despair
sadness,"wtf, everything feels wrong"
sadness,lowkey lost in my thoughts
sadness,"nah, I'm really struggling"
sadness,"bruh, my heart feels heavy"
sadness,"rip my joy, it's gone"
sadness,based on how broken I feel rn
sadness,"skibidi, the tears won't stop"
sadness,"fr, this is too much to bear"
sadness,"nah, sadness is all I feel"
sadness,"wtf, I'm overwhelmed with sadness"
sadness,lowkey can't see a way out
sadness,"nah bruh, this is a dark place"
sadness,"omg, why does this hurt so much"
sadness,"deadass, I feel so small"
sadness,"fr, sadness is consuming me"
sadness,lowkey can't shake this feeling
sadness,"nah, my chest is heavy"
sadness,skibidi crying inside
sadness,"wtf, I'm falling apart"
sadness,lowkey drowning in sorrow
sadness,"nah bro, I feel so empty"
sadness,"bruh, I'm just not okay"
sadness,"rip any hope, I'm done rn"
sadness,based on how lost I feel
sadness,skibidi sadness mode engaged
sadness,"fr, I need to cry this out"
sadness,"nah, I can't anymore"
sadness,"wtf, I'm completely heartbroken"
sadness,lowkey consumed by this pain
sadness,"nah bruh, I'm not strong rn"
sadness,"omg, the sadness is overwhelming"
sadness,"deadass, I feel so hopeless"
sadness,"fr, I need to let this out"
sadness,lowkey can't find the words rn
sadness,"nah, this is a heavy day"
sadness,"skibidi bop, my tears won't stop"
sadness,"wtf, I'm lost in my emotions"
sadness,lowkey breaking inside
sadness,"nah bro, the weight is too much"
sadness,"bruh tf, this hurts a lot"
sadness,"rip my strength, I'm crying"
sadness,based on how fragile I feel
sadness,skibidi sadness overload
sadness,"fr, I can't stop these tears"
sadness,"nah, my heart is in pieces"
sadness,"wtf, this is breaking me"
shame,"bruh, I messed up bad"
shame,lowkey can't look at anyone rn
shame,"wtf, I'm so embarrassed"
shame,"nah bro, this is on me"
shame,"rip my dignity, it's gone"
shame,"skibidi bop, this is my fault"
shame,deadass feeling guilty
shame,"omg, can't face this"
shame,"fr, I'm so ashamed"
shame,lowkey wish I could disappear
shame,"nah, I really messed up"
shame,based on pure regret rn
shame,"wtf, why did I do that"
shame,"bruh, this is humiliating"
shame,"rip my pride, it's over"
shame,lowkey want to hide rn
shame,"omg, this is mortifying"
shame,"nah, I can't fix this"
shame,"skibidi bop, I'm cringing hard"
shame,"fr, this is so bad"
shame,"wtf, I can't believe myself"
shame,lowkey dying inside rn
shame,"nah bruh, I feel so bad"
shame,based on nothing but regret
shame,"rip my confidence, it's shot"
shame,"skibidi, the guilt is real"
shame,"fr, I'm disappointed in myself"
shame,"nah, I can't undo this"
shame,"wtf, I feel so small rn"
shame,lowkey can't believe I did that
shame,"nah bro, I'm so embarrassed"
shame,"omg, I regret everything rn"
shame,deadass can't stop cringing
shame,"fr, this is on me"
shame,lowkey hate what I did
shame,"nah, this is too much to handle"
shame,"skibidi bop, shame overload"
shame,"wtf, I'm so guilty rn"
shame,lowkey feeling the weight of this
shame,"nah, I can't shake this shame"
shame,"bruh, what was I thinking"
shame,"rip my reputation, it's ruined"
shame,based on the worst decision ever
shame,"skibidi bop, can't handle myself"
shame,"fr, I feel like a failure"
shame,"nah, this is haunting me"
shame,"wtf, I feel so exposed"
shame,lowkey can't stop feeling this way
shame,"nah bruh, I'm cringing at myself"
shame,"omg, this is the worst"
shame,deadass feel like hiding forever
shame,"fr, I can't live this down"
shame,lowkey feel like I let everyone down
shame,"nah, I need to fix this somehow"
shame,"skibidi bop, this is on me"
shame,"wtf, I'm drowning in shame rn"
shame,lowkey hate myself rn
shame,"nah bro, this is too embarrassing"
shame,"bruh, I can't face anyone rn"
shame,rip my sense of pride
shame,"based, but I'm ashamed"
shame,skibidi shame is all I feel
shame,"fr, I wish I could take it back"
shame,"nah, I can't deal rn"
shame,"wtf, I'm so ashamed of myself"
shame,lowkey regret it all
shame,"nah bruh, the guilt is eating me"
shame,"omg, I can't recover from this"
shame,deadass can't believe I did this
shame,"fr, this is pure regret"
shame,lowkey my worst moment ever
shame,"nah, this is haunting me"
shame,"skibidi bop, this is awful"
shame,"wtf, the shame is unbearable"
shame,lowkey can't forgive myself rn
shame,"nah bro, this is eating me alive"
shame,"bruh tf, I'm so cringy"
shame,rip my self-respect
shame,based on nothing but regret rn
shame,"skibidi bop, can't undo this"
shame,"fr, I hate what I did"
shame,"nah, the shame won't go away"
surprise,"bruh, no way!"
surprise,lowkey shocked rn
surprise,"wtf, didn't see that coming"
surprise,"nah bro, that's wild"
surprise,"rip my expectations, wow!"
surprise,"skibidi bop, unexpected vibes"
surprise,"deadass, I'm speechless"
surprise,"omg, what just happened"
surprise,"fr, that's insane"
surprise,lowkey blown away
surprise,"nah, this can't be real"
surprise,based on pure surprise rn
surprise,"wtf, my mind is blown"
surprise,"bruh, that was unexpected"
surprise,"rip my calm, what was that"
surprise,lowkey caught off guard
surprise,"omg, I'm in shock"
surprise,"nah, that was next level"
surprise,"skibidi bop, plot twist!"
surprise,"fr, I did not expect that"
surprise,"wtf, that's unbelievable"
surprise,lowkey what just happened
surprise,"nah bruh, totally unexpected"
surprise,based on a wild turn of events
surprise,"rip my guess, I was wrong"
surprise,"skibidi bop, no way that just happened"
surprise,"fr, I'm in awe"
surprise,"nah, that hit me out of nowhere"
surprise,"wtf, that's wild af"
surprise,lowkey stunned rn
surprise,"nah bro, that was crazy"
surprise,"omg, the twist is real"
surprise,"deadass, I can't believe it"
surprise,"fr, that was insane"
surprise,lowkey can't process this rn
surprise,"nah, my jaw just dropped"
surprise,"skibidi bop, what a surprise"
surprise,"wtf, I didn't see that at all"
surprise,lowkey overwhelmed rn
surprise,"nah, this is blowing my mind"
surprise,"bruh, the shock is real"
surprise,"rip my assumptions, this is wild"
surprise,based on nothing predictable
surprise,"skibidi bop, absolutely stunned"
surprise,"fr, I'm out of words"
surprise,"nah, what a game changer"
surprise,"wtf, this flipped everything"
surprise,lowkey shook rn
surprise,"nah bruh, I'm floored"
surprise,"omg, this is unreal"
surprise,"deadass, I'm in disbelief"
surprise,"fr, this is next level"
surprise,lowkey baffled rn
surprise,"nah, everything just changed"
surprise,"skibidi bop, a complete surprise"
surprise,"wtf, I'm still processing"
surprise,lowkey can't wrap my head around this
surprise,"nah, that's something else"
surprise,"bruh, that caught me off guard"
surprise,"rip my focus, I'm amazed"
surprise,based on total astonishment rn
surprise,"skibidi bop, plot twist vibes"
surprise,"fr, I can't stop thinking about it"
surprise,"nah, this is absolutely insane"
surprise,"wtf, my brain just froze"
surprise,lowkey flabbergasted rn
surprise,"nah bro, that was epic"
surprise,"omg, I can't believe it just happened"
surprise,"deadass, my reaction is priceless"
surprise,"fr, that was a bombshell"
surprise,lowkey still in shock
surprise,"nah, can't believe my eyes"
surprise,"skibidi bop, an epic reveal"
surprise,"wtf, this is beyond belief"
surprise,lowkey amazed rn
surprise,"nah, this just blew my mind"
surprise,"bruh, never saw it coming"
surprise,"rip my expectations, this is crazy"
surprise,based on pure astonishment rn
surprise,"skibidi bop, totally blindsided"
surprise,"fr, I'm still reeling"
surprise,"nah, what a shocker"
surprise,"wtf, the surprise is unreal"
worry,"bruh, this is stressing me out"
worry,lowkey can't stop thinking about it
worry,"wtf, I'm so anxious rn"
worry,"nah bro, this is eating me up"
worry,"rip my calm, I'm worried"
worry,"skibidi bop, I'm overthinking again"
worry,deadass feeling uneasy
worry,"omg, I can't relax rn"
worry,"fr, this is bothering me"
worry,lowkey spiraling rn
worry,"nah, something feels off"
worry,based on a gut feeling rn
worry,"wtf, my brain won't stop"
worry,"bruh, I'm stuck in my thoughts"
worry,"rip my sleep, I'm worried all night"
worry,lowkey can't shake this feeling
worry,"omg, I hope this turns out okay"
worry,"nah, the vibes are off"
worry,"skibidi bop, I can't deal rn"
worry,"fr, I'm stuck in a loop"
worry,"wtf, what if it goes wrong"
worry,lowkey nervous af
worry,"nah bruh, this is too much"
worry,based on all the wrong outcomes
worry,"rip my patience, I'm overthinking"
worry,skibidi anxious vibes rn
worry,"fr, my chest feels tight"
worry,"nah, this is weighing on me"
worry,"wtf, I can't focus rn"
worry,lowkey can't sit still rn
worry,"nah bro, the stress is real"
worry,"omg, I hope this works out"
worry,deadass can't stop pacing
worry,"fr, I need to calm down"
worry,lowkey my thoughts are racing
worry,"nah, this isn't sitting right"
worry,skibidi loop of what-ifs
worry,"wtf, this is making me sweat"
worry,lowkey feel a knot in my stomach
worry,"nah, I can't stop imagining the worst"
worry,"bruh, I'm worried sick"
worry,"rip my chill, it's gone"
worry,based on overthinking 101
worry,skibidi can't calm down vibes
worry,"fr, I feel so uneasy rn"
worry,"nah, my mind won't stop racing"
worry,"wtf, what if this goes south"
worry,lowkey panicking internally
worry,"nah bro, everything feels wrong rn"
worry,"omg, I need reassurance rn"
worry,deadass questioning everything
worry,"fr, I need to distract myself"
worry,lowkey can't stop doubting rn
worry,"nah, my head is full of what-ifs"
worry,"skibidi bop, stress on repeat"
worry,"wtf, my hands won't stop shaking"
worry,lowkey can't get comfortable
worry,"nah, this is eating at me"
worry,"bruh, my thoughts won't stop spiraling"
worry,"rip my relaxation, worry took over"
worry,based on everything going wrong
worry,skibidi anxious mode rn
worry,"fr, I need to figure this out"
worry,"nah, this is getting to me"
worry,"wtf, my mind is all over the place"
worry,lowkey need a breather rn
worry,"nah bro, the tension is real"
worry,"omg, can't let go of this thought"
worry,"deadass, my heart's racing"
worry,"fr, I can't keep this off my mind"
worry,lowkey feel so unsettled
worry,"nah, the worry is overwhelming"
worry,skibidi nonstop worry vibes
worry,"wtf, my anxiety is spiking"
worry,lowkey wish I could relax
worry,"nah, I can't escape these thoughts"
worry,"bruh tf, I'm so tense rn"
worry,rip my peace of mind
worry,based on the worst scenarios
worry,skibidi can't stop stressing vibes
worry,"fr, I need this to be over"
worry,"nah, I can't do this rn"
worry,"wtf, my stomach's in knots"
